system:index,CC_area,CC_total_port,DC_area,DIC_area,DIC_max,IC_area,LS_DATE,LS_ID: ,LS_SAT,RGI_ID,SC_area,SC_max,SC_mean,SC_median,SC_min,SC_stdev,cc_TSLrange_percent,class_coverage,glacier_DEM_max,glacier_DEM_min,glacier_area,tool_version,.geo
0000b1d8784c8fd80023_2_LC08_134040_20201120,1.755422062135544,100.0,0.0,0.0,NaN,0.0,2020-11-20,LC08_L1TP_134040_20201120_20210315_01_T1,LANDSAT_8,RGI60-15.12266,0.0,NaN,NaN,NaN,NaN,NaN,100,85.04645057214894,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20201206,1.6969082063054421,99.31507501668062,0.0,0.0,NaN,0.0,2020-12-06,LC08_L1TP_134040_20201206_20210313_01_T1,LANDSAT_8,RGI60-15.12266,0.011702698629759872,4776,4775.2316176470595,4776.0,4767,4.027681991403729,56.47717731904065,82.77855017229611,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20201222,0.047711157693628915,2.8116524554267652,0.0,0.1656392316031656,5351,0.1656392316031656,2020-12-22,LC08_L1TP_134040_20201222_20210310_01_T1,LANDSAT_8,RGI60-15.12266,1.4835576360217086,4298,4286.603195621469,4288.0,4257,10.177219788134886,0.0,82.21157307516982,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20210107,1.7275152950091632,100.0,0.0,0.0,NaN,0.0,2021-01-07,LC08_L1TP_134040_20210107_20210307_01_T1,LANDSAT_8,RGI60-15.12266,0.0,NaN,NaN,NaN,NaN,NaN,100,83.69442729396653,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20210123,0.05041182529518644,2.8239877200943164,0.0,0.13683242717580574,5348,0.13683242717580574,2021-01-23,LC08_L1TP_134040_20210123_20210305_01_T1,LANDSAT_8,RGI60-15.12266,1.597884749833462,4298,4286.603195621469,4288.0,4257,10.177219788134886,0.0,86.48569093329893,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20210208,0.10532484484649696,5.646693871655012,0.0,0.12783021507673514,5314,0.12783021507673514,2021-02-08,LC08_L1TP_134040_20210208_20210305_01_T1,LANDSAT_8,RGI60-15.12266,1.632092974520106,4298,4286.663105477592,4288.0,4257,10.230853342285466,0.0,90.36728304239821,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20210224,1.9543692230701877,100.0,0.0,0.0,NaN,0.0,2021-02-24,LC08_L1TP_134040_20210224_20210304_01_T1,LANDSAT_8,RGI60-15.12266,0.0,NaN,NaN,NaN,NaN,NaN,100,94.68501570919294,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20210312,0.03150744523220931,1.5604043418132378,0.0,0.09902355867157472,5040,0.09902355867157472,2021-03-12,LC08_L1TP_134040_20210312_20210317_01_T1,LANDSAT_8,RGI60-15.12266,1.8886536255207345,4298,4286.603195621469,4288.0,4257,10.177219788134886,0.0,97.82518562705313,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20210328,0.03780889317659765,1.8260781976378422,9.002102630671794E-4,0.14043341918535845,5213,0.13953320892229126,2021-03-28,LC08_L1TP_134040_20210328_20210402_01_T1,LANDSAT_8,RGI60-15.12266,1.8922545472255103,4298,4286.603195621469,4288.0,4257,10.177219788134886,0.0,100.31115555491847,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_1_2_LE07_134040_20210405,0.11162684512504337,6.278486726471387,0.0,0.001800438723152585,4757,0.001800438723152585,2021-04-05,LE07_L1TP_134040_20210405_20210501_01_T1,LANDSAT_7,RGI60-15.12266,1.6644986735847216,4316,4296.90189685833,4298.0,4272,12.195251982594518,19.50168125024338,86.13671615519662,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20210413,1.3737271898195376,64.71574563320685,0.0,0.0,NaN,0.0,2021-04-13,LC08_L1TP_134040_20210413_20210423_01_T1,LANDSAT_8,RGI60-15.12266,0.7489821176652132,4290,4283.946215139441,4285.0,4272,5.856792757366201,7.267010245062004,102.8407358783727,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_1_2_LE07_134040_20210421,0.5752411928611637,33.1605491239782,0.0,0.010802552545378093,5020,0.010802552545378093,2021-04-21,LE07_L1TP_134040_20210421_20210517_01_T1,LANDSAT_7,RGI60-15.12266,1.1486717610569412,4316,4298.005139694254,4301.0,4273,12.77817568877281,23.33365062889093,84.04326292104322,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000b1d8784c8fd80023_2_LC08_134040_20210429,0.05221229848440743,2.4318551006424207,0.0045010562793062,0.08101935478056349,5125,0.07651829854793327,2021-04-29,LC08_L1TP_134040_20210429_20210507_01_T1,LANDSAT_8,RGI60-15.12266,2.0137833537633707,4298,4286.603195621469,4288.0,4257,10.177219788134886,0.0,104.01830160065816,5351,4268,2.0640744561659705,0.8.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
